Résultats d'expérience
======================
abscisses           ordonnées
    1.0000e-02,     9.9676e-06
    3.0020e-02,     1.7000e-04
    5.0040e-02,     6.0409e-04
    7.0060e-02,     1.1777e-03
    9.0080e-02,     2.0100e-03
    1.1010e-01,     4.1966e-03
    1.3012e-01,     5.5366e-03
    1.5014e-01,     8.9228e-03
    1.7016e-01,     1.2379e-02
    1.9018e-01,     1.5369e-02
    2.1020e-01,     1.4196e-02
    2.3022e-01,     2.1068e-02
    2.5024e-01,     3.0026e-02
    2.7026e-01,     4.3027e-02
    2.9028e-01,     5.3368e-02
    3.1030e-01,     6.2737e-02
    3.3032e-01,     5.9004e-02
    3.5034e-01,     4.6078e-02
    3.7036e-01,     9.1084e-02
    3.9038e-01,     8.1188e-02
    4.1040e-01,     9.9363e-02
    4.3042e-01,     9.6648e-02
    4.5044e-01,     9.5112e-02
    4.7046e-01,     1.5499e-01
    4.9048e-01,     1.2053e-01
    5.1050e-01,     2.0755e-01
    5.3052e-01,     2.6236e-01
    5.5054e-01,     2.5587e-01
    5.7056e-01,     2.2549e-01
    5.9058e-01,     1.6699e-01
    6.1060e-01,     3.0033e-01
    6.3062e-01,     2.3157e-01
    6.5064e-01,     3.1251e-01
    6.7066e-01,     2.5921e-01
    6.9068e-01,     4.3553e-01
    7.1070e-01,     4.0707e-01
    7.3072e-01,     4.0784e-01
    7.5074e-01,     5.7240e-01
    7.7076e-01,     4.3336e-01
    7.9078e-01,     6.0965e-01
    8.1080e-01,     6.0797e-01
    8.3082e-01,     3.4655e-01
    8.5084e-01,     9.0967e-01
    8.7086e-01,     6.9625e-01
    8.9088e-01,     5.5663e-01
    9.1090e-01,     6.9855e-01
    9.3092e-01,     8.7608e-01
    9.5094e-01,     9.4620e-01
    9.7096e-01,     1.0342e+00
    9.9098e-01,     1.0683e+00
    1.0110e+00,     7.8555e-01
    1.0310e+00,     8.8585e-01
    1.0510e+00,     1.3868e+00
    1.0711e+00,     1.4128e+00
    1.0911e+00,     1.1031e+00
    1.1111e+00,     1.2651e+00
    1.1311e+00,     1.1123e+00
    1.1511e+00,     1.2099e+00
    1.1712e+00,     1.3428e+00
    1.1912e+00,     1.3021e+00
    1.2112e+00,     1.4906e+00
    1.2312e+00,     1.7103e+00
    1.2512e+00,     1.8496e+00
    1.2713e+00,     1.7476e+00
    1.2913e+00,     2.0144e+00
    1.3113e+00,     2.2134e+00
    1.3313e+00,     2.0112e+00
    1.3513e+00,     2.2659e+00
    1.3714e+00,     1.7386e+00
    1.3914e+00,     1.6303e+00
    1.4114e+00,     1.8699e+00
    1.4314e+00,     2.1346e+00
    1.4514e+00,     2.8331e+00
    1.4715e+00,     2.6930e+00
    1.4915e+00,     3.0311e+00
    1.5115e+00,     3.2824e+00
    1.5315e+00,     3.3474e+00
    1.5515e+00,     2.3760e+00
    1.5716e+00,     3.0551e+00
    1.5916e+00,     4.5017e+00
    1.6116e+00,     3.2695e+00
    1.6316e+00,     3.8356e+00
    1.6516e+00,     3.7499e+00
    1.6717e+00,     3.0538e+00
    1.6917e+00,     2.6449e+00
    1.7117e+00,     5.1902e+00
    1.7317e+00,     4.8254e+00
    1.7517e+00,     4.8544e+00
    1.7718e+00,     4.9830e+00
    1.7918e+00,     5.0618e+00
    1.8118e+00,     4.2441e+00
    1.8318e+00,     3.7873e+00
    1.8518e+00,     4.3523e+00
    1.8719e+00,     5.0791e+00
    1.8919e+00,     4.9587e+00
    1.9119e+00,     5.6816e+00
    1.9319e+00,     4.8072e+00
    1.9519e+00,     3.4113e+00
    1.9720e+00,     6.1181e+00
    1.9920e+00,     6.0399e+00
    2.0120e+00,     6.1024e+00
    2.0320e+00,     6.1934e+00
    2.0520e+00,     6.1573e+00
    2.0721e+00,     5.2735e+00
    2.0921e+00,     6.0872e+00
    2.1121e+00,     4.9933e+00
    2.1321e+00,     6.1556e+00
    2.1521e+00,     5.9892e+00
    2.1722e+00,     7.1026e+00
    2.1922e+00,     5.2874e+00
    2.2122e+00,     6.7167e+00
    2.2322e+00,     4.7080e+00
    2.2522e+00,     4.7779e+00
    2.2723e+00,     5.1521e+00
    2.2923e+00,     7.3397e+00
    2.3123e+00,     7.3343e+00
    2.3323e+00,     9.9587e+00
    2.3523e+00,     9.9644e+00
    2.3724e+00,     8.3414e+00
    2.3924e+00,     1.0119e+01
    2.4124e+00,     8.4382e+00
    2.4324e+00,     7.8267e+00
    2.4524e+00,     8.9618e+00
    2.4725e+00,     1.0623e+01
    2.4925e+00,     6.6035e+00
    2.5125e+00,     1.1029e+01
    2.5325e+00,     9.1965e+00
    2.5525e+00,     8.4728e+00
    2.5726e+00,     6.9428e+00
    2.5926e+00,     1.0800e+01
    2.6126e+00,     9.7089e+00
    2.6326e+00,     1.2691e+01
    2.6526e+00,     1.1713e+01
    2.6727e+00,     1.1423e+01
    2.6927e+00,     1.3100e+01
    2.7127e+00,     1.3622e+01
    2.7327e+00,     1.2320e+01
    2.7527e+00,     1.1847e+01
    2.7728e+00,     1.0567e+01
    2.7928e+00,     1.3408e+01
    2.8128e+00,     1.4764e+01
    2.8328e+00,     9.7459e+00
    2.8528e+00,     1.4960e+01
    2.8729e+00,     1.2622e+01
    2.8929e+00,     1.2334e+01
    2.9129e+00,     1.5829e+01
    2.9329e+00,     1.1762e+01
    2.9529e+00,     1.6069e+01
    2.9730e+00,     1.0009e+01
    2.9930e+00,     1.8892e+01
    3.0130e+00,     1.2305e+01
    3.0330e+00,     1.3003e+01
    3.0530e+00,     1.3790e+01
    3.0731e+00,     1.7959e+01
    3.0931e+00,     1.5214e+01
    3.1131e+00,     1.4551e+01
    3.1331e+00,     1.8093e+01
    3.1531e+00,     2.0464e+01
    3.1732e+00,     1.1977e+01
    3.1932e+00,     1.9900e+01
    3.2132e+00,     1.6460e+01
    3.2332e+00,     1.8128e+01
    3.2532e+00,     1.9048e+01
    3.2733e+00,     2.0463e+01
    3.2933e+00,     2.5700e+01
    3.3133e+00,     1.7667e+01
    3.3333e+00,     1.8755e+01
    3.3533e+00,     1.6307e+01
    3.3734e+00,     1.8604e+01
    3.3934e+00,     2.6468e+01
    3.4134e+00,     2.4012e+01
    3.4334e+00,     3.5004e+01
    3.4534e+00,     2.5692e+01
    3.4735e+00,     2.3575e+01
    3.4935e+00,     2.0854e+01
    3.5135e+00,     2.9324e+01
    3.5335e+00,     2.2545e+01
    3.5535e+00,     1.9526e+01
    3.5736e+00,     2.2161e+01
    3.5936e+00,     2.5140e+01
    3.6136e+00,     3.1103e+01
    3.6336e+00,     1.5609e+01
    3.6536e+00,     1.5809e+01
    3.6737e+00,     2.8424e+01
    3.6937e+00,     2.4378e+01
    3.7137e+00,     2.6497e+01
    3.7337e+00,     3.1482e+01
    3.7537e+00,     3.2281e+01
    3.7738e+00,     3.4908e+01
    3.7938e+00,     2.8426e+01
    3.8138e+00,     1.2053e+01
    3.8338e+00,     3.4807e+01
    3.8538e+00,     4.3279e+01
    3.8739e+00,     2.8317e+01
    3.8939e+00,     2.5879e+01
    3.9139e+00,     2.8086e+01
    3.9339e+00,     2.4550e+01
    3.9539e+00,     3.5762e+01
    3.9740e+00,     3.4588e+01
    3.9940e+00,     2.1863e+01
    4.0140e+00,     1.9391e+01
    4.0340e+00,     2.9318e+01
    4.0540e+00,     3.7203e+01
    4.0741e+00,     2.4684e+01
    4.0941e+00,     2.6090e+01
    4.1141e+00,     2.7782e+01
    4.1341e+00,     3.4237e+01
    4.1541e+00,     3.1638e+01
    4.1742e+00,     4.0960e+01
    4.1942e+00,     3.7335e+01
    4.2142e+00,     4.7082e+01
    4.2342e+00,     4.0381e+01
    4.2542e+00,     4.1349e+01
    4.2743e+00,     2.9659e+01
    4.2943e+00,     3.8897e+01
    4.3143e+00,     2.4781e+01
    4.3343e+00,     3.0112e+01
    4.3543e+00,     3.8672e+01
    4.3744e+00,     3.6527e+01
    4.3944e+00,     5.5785e+01
    4.4144e+00,     3.6148e+01
    4.4344e+00,     3.6148e+01
    4.4544e+00,     4.1376e+01
    4.4745e+00,     4.4131e+01
    4.4945e+00,     3.2994e+01
    4.5145e+00,     5.0952e+01
    4.5345e+00,     3.0811e+01
    4.5545e+00,     3.7837e+01
    4.5746e+00,     4.6546e+01
    4.5946e+00,     3.4428e+01
    4.6146e+00,     2.9190e+01
    4.6346e+00,     3.6841e+01
    4.6546e+00,     5.6952e+01
    4.6747e+00,     5.5942e+01
    4.6947e+00,     5.5751e+01
    4.7147e+00,     7.5147e+01
    4.7347e+00,     6.1732e+01
    4.7547e+00,     4.4983e+01
    4.7748e+00,     4.8687e+01
    4.7948e+00,     5.3809e+01
    4.8148e+00,     4.4319e+01
    4.8348e+00,     5.6306e+01
    4.8548e+00,     4.5459e+01
    4.8749e+00,     4.2519e+01
    4.8949e+00,     4.4557e+01
    4.9149e+00,     3.8221e+01
    4.9349e+00,     5.1490e+01
    4.9549e+00,     4.7043e+01
    4.9750e+00,     6.0590e+01
    4.9950e+00,     5.8361e+01
    5.0150e+00,     6.7232e+01
    5.0350e+00,     4.7030e+01
    5.0551e+00,     3.9261e+01
    5.0751e+00,     6.1215e+01
    5.0951e+00,     6.6747e+01
    5.1151e+00,     5.1792e+01
    5.1351e+00,     5.6090e+01
    5.1552e+00,     8.0023e+01
    5.1752e+00,     8.1767e+01
    5.1952e+00,     7.2337e+01
    5.2152e+00,     7.1924e+01
    5.2352e+00,     5.4951e+01
    5.2553e+00,     6.3211e+01
    5.2753e+00,     4.3283e+01
    5.2953e+00,     6.2615e+01
    5.3153e+00,     8.5621e+01
    5.3353e+00,     8.9996e+01
    5.3554e+00,     5.4073e+01
    5.3754e+00,     7.5445e+01
    5.3954e+00,     5.4558e+01
    5.4154e+00,     6.1570e+01
    5.4354e+00,     4.7354e+01
    5.4555e+00,     6.1179e+01
    5.4755e+00,     5.8616e+01
    5.4955e+00,     6.1077e+01
    5.5155e+00,     7.0394e+01
    5.5355e+00,     5.0611e+01
    5.5556e+00,     4.4695e+01
    5.5756e+00,     5.9280e+01
    5.5956e+00,     7.9796e+01
    5.6156e+00,     9.8920e+01
    5.6356e+00,     6.6539e+01
    5.6557e+00,     1.0005e+02
    5.6757e+00,     6.7056e+01
    5.6957e+00,     6.9244e+01
    5.7157e+00,     5.4722e+01
    5.7357e+00,     7.2900e+01
    5.7558e+00,     1.0718e+02
    5.7758e+00,     6.0081e+01
    5.7958e+00,     8.4530e+01
    5.8158e+00,     5.8368e+01
    5.8358e+00,     9.0025e+01
    5.8559e+00,     7.3074e+01
    5.8759e+00,     8.2478e+01
    5.8959e+00,     4.9927e+01
    5.9159e+00,     5.6821e+01
    5.9359e+00,     9.3982e+01
    5.9560e+00,     9.7861e+01
    5.9760e+00,     1.0332e+02
    5.9960e+00,     1.0434e+02
    6.0160e+00,     6.1392e+01
    6.0360e+00,     1.0189e+02
    6.0561e+00,     9.5215e+01
    6.0761e+00,     7.8502e+01
    6.0961e+00,     7.6557e+01
    6.1161e+00,     1.0226e+02
    6.1361e+00,     6.1830e+01
    6.1562e+00,     9.9442e+01
    6.1762e+00,     9.2584e+01
    6.1962e+00,     9.3163e+01
    6.2162e+00,     7.7696e+01
    6.2362e+00,     7.6607e+01
    6.2563e+00,     8.9746e+01
    6.2763e+00,     7.6896e+01
    6.2963e+00,     9.5816e+01
    6.3163e+00,     9.9541e+01
    6.3363e+00,     1.0685e+02
    6.3564e+00,     7.1320e+01
    6.3764e+00,     1.0525e+02
    6.3964e+00,     9.9454e+01
    6.4164e+00,     9.0032e+01
    6.4364e+00,     1.2263e+02
    6.4565e+00,     7.8984e+01
    6.4765e+00,     8.5533e+01
    6.4965e+00,     8.0477e+01
    6.5165e+00,     1.0666e+02
    6.5365e+00,     8.5556e+01
    6.5566e+00,     7.6942e+01
    6.5766e+00,     1.2514e+02
    6.5966e+00,     9.1921e+01
    6.6166e+00,     9.4809e+01
    6.6366e+00,     1.1992e+02
    6.6567e+00,     9.9344e+01
    6.6767e+00,     1.1269e+02
    6.6967e+00,     9.2409e+01
    6.7167e+00,     1.0191e+02
    6.7367e+00,     9.9229e+01
    6.7568e+00,     1.4310e+02
    6.7768e+00,     9.2043e+01
    6.7968e+00,     9.3811e+01
    6.8168e+00,     7.0501e+01
    6.8368e+00,     1.3372e+02
    6.8569e+00,     1.2981e+02
    6.8769e+00,     1.2253e+02
    6.8969e+00,     9.9295e+01
    6.9169e+00,     1.3294e+02
    6.9369e+00,     1.6859e+02
    6.9570e+00,     1.1143e+02
    6.9770e+00,     1.5664e+02
    6.9970e+00,     1.0690e+02
    7.0170e+00,     1.2340e+02
    7.0370e+00,     1.3496e+02
    7.0571e+00,     1.0642e+02
    7.0771e+00,     1.1977e+02
    7.0971e+00,     1.3548e+02
    7.1171e+00,     1.2028e+02
    7.1371e+00,     1.5142e+02
    7.1572e+00,     9.0125e+01
    7.1772e+00,     1.7051e+02
    7.1972e+00,     1.2218e+02
    7.2172e+00,     1.2037e+02
    7.2372e+00,     1.1315e+02
    7.2573e+00,     1.5344e+02
    7.2773e+00,     1.7695e+02
    7.2973e+00,     8.7909e+01
    7.3173e+00,     1.4122e+02
    7.3373e+00,     1.6350e+02
    7.3574e+00,     1.1514e+02
    7.3774e+00,     1.9100e+02
    7.3974e+00,     2.1189e+02
    7.4174e+00,     1.4260e+02
    7.4374e+00,     1.1551e+02
    7.4575e+00,     1.7438e+02
    7.4775e+00,     1.5611e+02
    7.4975e+00,     1.4833e+02
    7.5175e+00,     1.3193e+02
    7.5375e+00,     1.5291e+02
    7.5576e+00,     1.3109e+02
    7.5776e+00,     1.0075e+02
    7.5976e+00,     1.7516e+02
    7.6176e+00,     1.7879e+02
    7.6376e+00,     1.3166e+02
    7.6577e+00,     1.2739e+02
    7.6777e+00,     1.7564e+02
    7.6977e+00,     1.7275e+02
    7.7177e+00,     1.1444e+02
    7.7377e+00,     1.6823e+02
    7.7578e+00,     9.7198e+01
    7.7778e+00,     1.6216e+02
    7.7978e+00,     1.5270e+02
    7.8178e+00,     1.9683e+02
    7.8378e+00,     2.0251e+02
    7.8579e+00,     1.8665e+02
    7.8779e+00,     1.5990e+02
    7.8979e+00,     1.3455e+02
    7.9179e+00,     1.8124e+02
    7.9379e+00,     1.6045e+02
    7.9580e+00,     2.1974e+02
    7.9780e+00,     2.2008e+02
    7.9980e+00,     1.9670e+02
    8.0180e+00,     1.9931e+02
    8.0380e+00,     1.7692e+02
    8.0581e+00,     1.7578e+02
    8.0781e+00,     2.5063e+02
    8.0981e+00,     1.2084e+02
    8.1181e+00,     1.6326e+02
    8.1381e+00,     1.8636e+02
    8.1582e+00,     1.9178e+02
    8.1782e+00,     1.5125e+02
    8.1982e+00,     2.0309e+02
    8.2182e+00,     1.6977e+02
    8.2382e+00,     2.3194e+02
    8.2583e+00,     1.9096e+02
    8.2783e+00,     2.1026e+02
    8.2983e+00,     1.8881e+02
    8.3183e+00,     2.0188e+02
    8.3383e+00,     2.0792e+02
    8.3584e+00,     1.7622e+02
    8.3784e+00,     2.2425e+02
    8.3984e+00,     1.1950e+02
    8.4184e+00,     1.0828e+02
    8.4384e+00,     2.3828e+02
    8.4585e+00,     2.3207e+02
    8.4785e+00,     1.2045e+02
    8.4985e+00,     1.7437e+02
    8.5185e+00,     2.2071e+02
    8.5385e+00,     2.3145e+02
    8.5586e+00,     1.5711e+02
    8.5786e+00,     2.5076e+02
    8.5986e+00,     2.5422e+02
    8.6186e+00,     2.0625e+02
    8.6386e+00,     2.1467e+02
    8.6587e+00,     2.0287e+02
    8.6787e+00,     2.0498e+02
    8.6987e+00,     2.0413e+02
    8.7187e+00,     2.1108e+02
    8.7387e+00,     2.3716e+02
    8.7588e+00,     2.6388e+02
    8.7788e+00,     2.0578e+02
    8.7988e+00,     2.2628e+02
    8.8188e+00,     3.3903e+02
    8.8388e+00,     2.1077e+02
    8.8589e+00,     2.6924e+02
    8.8789e+00,     2.2106e+02
    8.8989e+00,     2.1599e+02
    8.9189e+00,     2.3944e+02
    8.9389e+00,     2.6893e+02
    8.9590e+00,     2.3179e+02
    8.9790e+00,     1.1712e+02
    8.9990e+00,     2.2104e+02
    9.0190e+00,     3.0721e+02
    9.0390e+00,     2.1017e+02
    9.0591e+00,     2.7688e+02
    9.0791e+00,     2.1795e+02
    9.0991e+00,     2.2672e+02
    9.1191e+00,     2.8432e+02
    9.1391e+00,     1.4450e+02
    9.1592e+00,     2.9641e+02
    9.1792e+00,     2.2401e+02
    9.1992e+00,     2.0335e+02
    9.2192e+00,     2.8635e+02
    9.2392e+00,     2.5547e+02
    9.2593e+00,     2.6920e+02
    9.2793e+00,     1.8507e+02
    9.2993e+00,     1.8144e+02
    9.3193e+00,     3.0572e+02
    9.3393e+00,     2.3778e+02
    9.3594e+00,     3.3031e+02
    9.3794e+00,     2.9489e+02
    9.3994e+00,     2.0930e+02
    9.4194e+00,     2.8264e+02
    9.4394e+00,     2.6841e+02
    9.4595e+00,     2.3785e+02
    9.4795e+00,     2.6329e+02
    9.4995e+00,     2.6207e+02
    9.5195e+00,     3.1722e+02
    9.5395e+00,     3.1149e+02
    9.5596e+00,     2.8004e+02
    9.5796e+00,     2.7432e+02
    9.5996e+00,     2.8610e+02
    9.6196e+00,     3.5950e+02
    9.6396e+00,     2.6794e+02
    9.6597e+00,     3.7080e+02
    9.6797e+00,     2.8926e+02
    9.6997e+00,     2.7806e+02
    9.7197e+00,     3.0268e+02
    9.7397e+00,     3.5778e+02
    9.7598e+00,     3.3346e+02
    9.7798e+00,     3.5718e+02
    9.7998e+00,     3.4816e+02
    9.8198e+00,     3.3455e+02
    9.8398e+00,     3.4945e+02
    9.8599e+00,     2.8460e+02
    9.8799e+00,     3.5068e+02
    9.8999e+00,     4.1567e+02
    9.9199e+00,     3.2209e+02
    9.9399e+00,     2.9597e+02
    9.9600e+00,     3.5889e+02
    9.9800e+00,     4.6207e+02
    1.0000e+01,     3.3679e+02
